id	Luminal	Basal	Basal A	Basal	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal A	Basal A	Basal B	Basal	Basal	Basal B	Basal B	Basal	Basal B	Basal A	Basal	Basal	Basal A	Basal	Luminal	Basal A
DHRS4	5.67907	3.42363	4.62456	5.20581	5.13433	5.69537	4.72499	5.63775	4.82843	5.63448	5.281	6.02388	5.07447	4.27857	5.13751	4.46938	5.05176	5.42691	5.54559	5.56838	5.34955	5.01629	3.559	2.95684	4.55361	5.10337	5.93527	5.43677	5.69774	5.26063	3.39315
CMTM3	2.29393	5.08591	5.88616	3.52751	5.44014	7.00048	5.73499	6.37402	5.96023	6.19167	6.37471	6.22085	6.34952	3.96146	7.08054	5.86902	5.74138	6.64046	5.27989	5.24339	6.76034	5.62425	5.11772	5.86197	3.50111	4.07523	4.64335	6.68938	5.78994	0.563073	5.73226
METAP1D	5.89034	6.34036	4.23927	4.71017	5.38749	5.67586	5.76695	5.87565	5.83921	5.62425	5.54911	5.96914	4.92216	5.61854	5.72863	5.44132	4.95047	5.58872	5.60694	5.57644	6.0553	5.12351	6.248	3.12307	4.1012	4.50405	6.28345	5.87688	5.85913	5.50812	5.05785
C20orf96	5.75023	4.81633	3.84496	5.17447	5.46339	4.07523	4.77614	5.9225	5.63151	5.66084	5.26768	5.30867	5.71511	4.88534	5.58329	4.2668	5.02813	5.32658	4.78734	4.85665	5.80119	5.97835	4.83846	4.62617	3.97761	5.42362	5.44684	2.59292	4.35615	7.06486	6.30282
CA5BP1	4.99186	5.59837	4.84058	5.63193	5.84787	5.30356	5.91816	4.97009	3.39315	6.05648	6.08211	5.18883	5.7221	5.88043	5.93691	5.41264	4.94531	6.02481	5.79131	5.82868	6.04467	4.15194	5.49956	5.47985	5.33157	5.70806	4.51847	4.33646	5.61027	5.14191	5.16361
NRIP3	1.7987	2.50761	1.07447	3.16671	4.95324	2.52903	2.52198	6.74613	4.97473	4.15194	5.67388	5.16523	5.09332	2.16655	5.83734	4.99022	3.42778	6.60622	4.69724	4.7631	4.13187	4.71982	2.30623	5.06357	3.91178	3.48408	0.854619	2.60238	2.00825	3.21536	4.62068
AFAP1L1	1.78328	2.00825	3.81415	5.87773	4.95047	4.96268	6.47051	6.85337	6.41808	5.51729	6.62949	6.08387	5.56968	6.9008	6.16709	5.77531	2.72536	6.78842	1.67746	2.35132	7.53129	2.10678	2.29846	5.91722	5.05176	5.90107	5.93655	6.34106	1.76576	0.652424	4.50113
SRCAP	5.88832	5.69422	5.53233	6.23561	5.72309	5.26169	5.2157	5.30578	5.47083	5.5052	5.36755	5.12281	5.31897	5.56534	5.0756	5.16219	5.57764	5.15935	5.80527	5.88345	5.30197	5.14098	5.73666	4.6881	4.43525	6.23724	5.07816	5.27921	5.48248	4.9057	5.37704
ZNF594	5.54665	5.0756	6.2631	5.72808	5.85737	5.15803	5.55677	5.99348	5.11973	5.89566	4.78525	5.56252	5.99658	5.97985	6.20246	5.93407	4.713	5.46045	5.37779	5.35614	6.25699	5.65425	5.28748	5.50637	4.57243	5.59215	6.26363	5.58997	4.9406	5.87773	5.51014
CLIC6	1.76576	0	0.927696	0.652424	0.723513	0.275928	6.34702	0	0.254142	0.524784	1.26368	1.40163	1.0927	0	0.597022	0.180554	2.14312	1.69616	0.254142	0.29265	0.918809	0.170927	0.1613	0.29265	0.854619	0.180554	0	0.513869	0	0.621907	0.409592
ACTR3B	5.33917	6.06218	4.75005	4.39041	5.34145	5.45203	5.41799	5.75285	4.04757	5.37407	5.5523	7.13371	5.42898	5.39662	4.60794	3.88387	4.94761	4.96023	6.62714	6.57351	6.51677	5.23172	6.11483	4.19422	5.44466	4.15773	4.47267	5.69306	4.4455	4.67976	5.72595
ZNF141	5.52847	5.58	5.81505	5.90631	5.75482	5.90146	5.51359	5.45262	4.69468	6.08159	4.12779	4.82713	5.54206	4.89649	5.57013	3.41151	4.06426	4.77221	5.60557	5.59604	5.43203	5.23715	5.44466	5.0722	3.90674	5.90567	5.3669	5.36467	5.70906	5.78128	5.46258
PACRGL	5.20581	6.20536	5.45715	5.20503	6.07244	5.4191	5.70806	6.10641	5.67212	5.41264	6.15621	5.16051	5.64756	5.71036	5.1921	5.68312	4.81953	5.46864	6.33679	6.21875	5.14645	5.38983	6.16501	4.81461	5.22921	4.91247	5.33157	5.42836	4.44907	5.85258	5.46808
ZNF430	5.7973	5.56715	5.5462	4.77614	6.05579	5.64679	5.40839	5.59416	3.42778	5.45685	5.19864	5.99141	5.43559	4.94416	5.79048	4.04982	5.37861	5.323	6.01001	5.99658	5.31513	5.04666	5.50462	4.22275	4.52164	4.94282	5.08944	2.98443	5.87773	5.51274	6.50471
SLC43A2	4.964	6.04379	5.35078	5.59942	3.3261	3.37944	3.77084	3.74244	5.95078	5.30197	4.38758	5.76649	6.16177	5.60177	5.1733	4.12779	5.59683	4.56714	5.47985	5.28918	4.55154	5.34277	6.10228	5.9053	3.87128	5.80727	6.56012	4.12585	3.64063	3.91178	6.23045
MID2	5.73363	5.44466	6.02064	5.08849	4.7543	2.9806	4.75185	4.83846	2.76271	4.45474	1.73063	0.918809	1.64622	4.40525	4.20708	4.34677	5.57891	1.67746	4.04757	3.88867	0.883654	4.42075	5.49402	4.61433	5.89488	4.93576	5.57013	3.81415	5.33384	5.68077	5.3732
PGBD2	5.66944	4.70105	5.61356	5.4501	4.77422	4.92626	4.9653	4.78914	5.48248	5.33998	4.9547	5.85542	5.35478	4.19422	5.08493	4.64335	5.91962	4.99726	5.51071	5.53822	4.84776	5.03128	4.91898	4.21187	4.45474	5.2531	5.39445	5.11973	4.87146	5.65138	5.44466
AMH	5.76396	1.59204	4.85	1.014	5.17548	6.04952	5.09455	2.63954	5.62556	5.72123	5.20652	5.53335	4.92952	4.36979	4.59971	3.03215	5.2531	5.20581	4.99559	4.94761	6.08967	5.81897	2.05994	1.77188	6.44774	1.37993	1.90387	4.77422	1.9512	6.00247	3.38488
GJA5	1.75289	2.4446	8.98124	3.09097	3.73165	4.04757	1.54707	0.568532	0.846878	4.01498	1.37993	4.43212	1.08349	6.28376	0.568532	0.222162	1.28879	3.60546	0.209435	0.254142	0.874551	0.170927	2.63954	6.75458	5.92071	3.51189	3.51189	2.77496	2.19071	2.65853	6.21285
NEMP2	5.46664	5.34871	5.50812	5.70806	5.43817	5.91205	5.71609	6.11708	6.09964	5.48632	7.0295	6.03227	4.62456	6.22213	5.55544	5.88651	5.69306	5.27989	5.18719	5.30031	5.32042	6.30261	5.46864	5.59416	5.11593	5.43389	6.86505	6.60545	4.15505	2.75546	3.8278
RELB	4.04757	6.22785	6.0484	6.03227	4.01751	5.35078	5.8348	6.5122	6.62848	5.37576	6.87395	5.98392	6.1753	5.25823	5.10551	5.23471	5.42473	5.61316	5.65883	5.57294	6.90184	5.52146	6.3511	6.27196	5.48753	6.08365	5.68912	6.21818	3.3261	4.61048	6.44161
NEIL2	4.72722	4.65964	4.92626	2.4793	5.4853	5.79844	5.40445	6.63353	4.75185	5.87319	6.0129	5.92071	6.61839	5.39445	4.69468	5.49547	2.74182	6.41653	5.45472	5.59532	6.38041	6.10574	4.55154	3.559	5.14794	2.32018	3.91747	5.79181	5.40938	5.6915	5.71262
SUSD5	2.71881	1.76576	4.7428	5.53076	5.71901	2.62656	5.09113	5.62932	5.49635	4.59171	7.05832	7.45652	7.07472	1.78328	6.53115	3.64422	0.402106	7.20542	0.815403	0.241416	7.87078	6.72816	2.43057	1.55194	2.62656	5.5346	5.27244	3.06299	7.81116	1.62629	3.57712
MSANTD2	5.35614	5.31353	5.53076	4.72499	5.94209	5.85334	5.92342	5.16523	5.01629	5.70352	5.49803	5.47931	5.59215	5.49635	5.59788	4.96023	5.4114	5.5319	5.25057	5.16609	5.33667	4.2708	5.32042	3.79164	5.70442	4.23314	5.7811	5.62139	5.52453	5.52409	6.33048
PROCR	4.00864	0.71225	4.06789	3.21019	5.5075	5.89785	6.34036	6.04603	6.06499	6.28275	7.48246	5.87429	5.46615	2.74182	5.78718	6.14445	2.3683	5.8261	2.21239	2.37938	5.62462	5.58058	0.708254	1.59204	2.14312	3.09097	4.49789	6.5628	1.3233	1.4709	3.00956
ZNF668	5.47931	5.27462	5.44178	5.7589	5.66478	5.37779	5.41324	6.04772	5.49402	5.68689	5.45203	5.59604	5.78589	5.24914	5.4598	5.52327	5.34277	5.73848	5.93562	5.93022	5.7877	5.41716	5.47348	3.66057	4.16725	5.70517	4.91898	4.98132	5.18719	5.01629	5.3128
HRH1	1.86734	0.723513	5.10551	5.58629	5.65253	5.47508	6.86505	7.18696	5.69904	4.7428	6.73504	6.5876	7.64383	6.44748	6.58061	5.4004	6.1409	6.57659	3.19945	2.74182	6.87966	6.42069	0.667683	5.47871	4.48973	5.39378	2.52903	5.76505	6.47276	1.31474	2.40586
CCDC18-AS1	4.89649	5.72123	3.62022	2.60238	4.7685	5.26892	4.89885	4.43212	4.52386	5.07447	5.10695	5.77844	4.71545	5.76138	5.37704	2.28073	5.19429	4.90742	5.13433	4.9653	6.55413	5.76108	5.65931	4.7959	5.15109	2.41183	5.42632	5.92145	5.41826	4.83166	4.35348
CNPY4	5.84255	4.64798	4.00547	4.94282	5.15562	4.75005	5.48117	5.04309	3.87128	5.84134	5.11467	6.17909	6.19514	3.25426	5.83318	4.84493	4.23927	6.59245	5.90651	5.89914	5.56838	4.65281	4.68248	3.84496	4.72499	5.08591	5.47681	4.71737	5.77661	6.57465	4.99022
MPND	5.65479	4.88534	5.45069	4.38205	5.40839	5.30672	5.16523	4.17885	5.44132	5.82792	5.13106	5.81897	5.3439	5.43525	4.70105	5.70227	4.63043	5.74948	5.50233	5.40288	5.54462	5.6828	5.49635	4.65281	5.69586	4.35348	4.92216	4.94282	5.39495	5.77579	4.9547
KPNA5	5.77148	4.71017	6.02449	5.90608	5.46488	5.2106	4.81068	6.15571	4.88886	5.79515	5.66361	5.90249	5.79969	5.43817	5.03651	5.54029	4.3197	5.31216	4.48789	4.56123	5.57764	4.22994	4.73847	5.18719	5.81357	5.72926	5.86647	4.30648	5.80056	6.05352	5.39662
PTGS2	1.85079	2.88439	0.934479	3.70076	4.63043	6.21748	3.21536	5.95678	3.62022	1.40163	5.50561	4.90914	2.9318	6.9149	0.553446	7.80753	6.72937	5.00969	1.4709	0.51077	5.41059	3.09097	3.25021	7.66504	0.524784	3.38488	4.57472	6.05971	2.50761	1.17595	4.09672
SRCIN1	6.01789	4.36979	5.74986	2.62656	2.45725	2.53657	2.46971	3.01741	2.11959	2.97392	3.97196	3.89629	3.64986	2.83512	3.20729	2.26083	4.20414	3.52751	3.90674	3.7537	2.95016	3.79662	4.99726	1.07301	4.06789	3.21019	1.97486	2.7299	4.7227	5.72362	2.52903
TMEM40	3.37296	0.254142	6.62647	2.86046	7.60049	0.439717	2.53657	5.24003	5.80424	0.579795	5.61166	2.20244	3.3261	6.32801	3.60124	6.23367	4.09284	2.29846	1.12277	1.37429	2.65853	2.52198	0.222162	5.47267	5.77495	2.73791	0.61228	4.18811	5.51446	6.63599	5.03231
SALL2	5.16361	4.08573	0.956731	5.3573	5.07816	3.06299	3.78581	5.44562	5.45548	6.87346	3.95303	6.13788	5.77495	4.01498	5.56324	3.79164	1.37429	2.34055	4.44217	4.20708	4.08887	5.21281	4.67133	0.288654	2.73791	5.40492	5.1733	3.97599	6.4944	0.991513	6.0671
SLC25A51	5.62847	3.97761	5.30418	5.47765	5.30197	4.92488	5.58096	5.61657	4.99654	5.20581	5.18817	5.37704	6.06795	5.14996	5.42156	5.54665	6.0646	5.27403	5.19769	5.18883	5.35614	6.56866	4.46352	5.37628	6.2018	5.43892	5.78869	5.21179	5.90067	6.00442	5.54517
THBD	7.06953	0	0.965329	2.23791	4.05566	3.35286	6.88945	5.06973	0.266301	3.14082	6.92927	5.5796	3.86874	0.122792	1.73063	6.52933	3.7094	4.07906	5.12183	5.35367	4.95183	1.0927	0	2.35132	0.40396	2.0923	3.97196	7.78601	2.57865	4.78163	2.76271
FBF1	5.50386	4.55925	4.04982	3.86126	5.86971	4.88051	4.80735	4.19158	5.943	5.51573	5.00524	5.25159	4.84644	4.8691	6.08387	4.61794	5.29175	5.02015	5.31785	5.27321	5.68689	5.6088	4.65964	4.48973	5.57764	3.84024	6.5809	5.38341	5.17447	4.05566	4.59171
DIO2	2.82309	6.99386	7.3545	4.07183	7.93549	3.16011	3.46142	5.2157	5.74044	4.06426	6.37131	4.00547	3.68698	6.87323	5.83449	2.03294	1.75289	4.80627	4.97312	4.87146	3.09097	6.67831	6.94937	7.26544	2.08048	3.44806	3.10038	2.17566	3.61478	0.524784	6.15181
MVB12B	5.2106	4.19632	5.57133	4.14869	5.2558	2.82309	5.9374	5.39258	5.27403	5.97552	4.37566	3.60124	4.06108	4.04757	5.39662	4.39041	0.482394	5.13876	5.49402	5.51071	5.21962	3.85175	4.04982	3.526	5.85656	3.95303	5.1921	1.50545	5.37407	6.11764	5.56425
PCSK9	1.58692	1.03126	1.07301	4.82843	3.77998	8.04112	5.82257	0.11716	5.20094	6.11692	3.54429	1.014	5.06973	1.37993	0.524784	7.17946	8.02117	3.58809	2.89606	2.14676	0.782061	2.90805	0.574164	5.18312	6.16979	4.74827	2.0019	7.45147	0.1613	0.61228	5.90039
NPEPL1	5.15935	5.73138	4.53073	3.45533	4.81203	4.87146	4.65281	5.33544	4.11853	5.16051	4.73689	5.14191	4.46352	3.86874	5.16127	4.23927	3.14082	4.80008	4.90742	5.13629	5.2901	4.39415	5.76505	2.48316	3.38488	3.74831	4.98483	3.79662	5.04162	5.28748	4.89885
AAMDC	5.29111	3.12307	4.28068	6.36809	5.14191	3.50111	5.33157	4.30648	5.83053	4.79248	4.7428	5.05322	5.40445	4.09284	5.76108	3.77512	5.01223	5.85484	4.53601	4.46938	5.13337	4.82843	3.66057	4.00547	5.53076	6.43402	5.70991	3.68088	5.77128	4.21969	5.16721
FAM167A	4.17885	1.60755	1.93918	0.0198042	2.90805	4.04462	5.00121	6.23874	1.25467	3.86466	7.28127	4.33646	1.5401	0.568532	3.62022	0.71225	1.72007	5.36851	5.41501	5.38859	6.46048	2.76271	2.03294	2.52198	0.427949	0.0390505	2.86046	5.0801	1.0795	5.2558	6.80862
FAM104B	5.61424	5.54517	4.74531	5.45786	5.67159	5.70352	5.39378	5.1951	3.76399	5.77148	5.88016	5.49307	6.01843	4.09672	5.68689	5.05642	3.89629	5.33587	5.45203	5.44866	5.62613	5.86902	5.50233	5.3128	5.37861	5.32715	4.47987	4.27427	5.30672	5.24914	6.02516
TRIM45	5.17132	5.46615	5.90249	2.52198	4.99559	5.24914	4.52386	4.62886	4.95047	5.82868	4.37263	4.76202	5.37628	5.35078	5.73924	3.84496	5.74477	5.16807	5.16219	5.20321	5.53741	6.15846	5.31785	4.72499	5.95903	2.48996	6.32366	4.13623	4.51253	4.9406	6.06393
CYP20A1	6.06019	5.55306	5.63337	5.75768	5.89854	5.3195	6.13407	5.82792	5.68809	5.55403	5.94756	5.68077	5.61027	5.67513	5.96113	4.70794	5.47801	5.70131	5.67513	5.66627	5.13433	5.87749	5.54559	3.19945	5.67348	5.90039	5.66763	5.31513	4.84493	5.75768	5.40938
RORC	4.25637	2.52198	4.08887	5.87868	0.40396	2.21239	2.12558	2.35894	2.11534	0.52642	1.3348	1.59204	1.24226	1.37429	0.513869	0.227793	6.28878	1.92745	5.47871	5.42156	0.927696	0.805311	2.38946	0.815403	4.48479	6.08567	0.883654	1.34905	7.60099	6.85814	1.66706
ARHGAP42	4.65091	6.72717	3.72831	5.08382	5.61114	4.79821	6.40741	6.14135	6.25887	6.61698	4.06789	5.24643	6.48933	5.20652	6.42612	5.86427	6.05429	5.91091	5.69306	5.74441	6.03339	4.81953	6.67237	7.31481	1.69616	4.78163	6.41966	3.47872	5.36621	4.2008	5.94782
FOXD1	4.30948	4.85963	4.16116	0.805311	7.14041	4.63771	1.4058	5.80252	5.63725	3.74244	6.03464	5.63099	6.96406	4.30077	5.73812	5.79772	3.3261	6.89467	0.900409	0.524784	7.545	1.08349	4.78525	5.81986	5.48891	0.849666	4.77614	4.7959	0.23742	5.13751	7.54699
FAM173A	6.72293	5.59942	5.02553	3.92326	4.97312	5.05896	5.16923	5.41059	5.08591	5.47348	5.15935	5.95504	4.85157	2.67183	5.13337	5.34091	5.3195	5.22303	5.21962	5.52327	4.68577	5.31513	5.61166	3.49568	4.23927	4.10616	4.27857	4.00864	5.59788	4.9587	4.39415
ARL15	6.04112	3.66357	4.03404	5.61657	6.12888	3.76399	4.63771	5.28825	5.89876	5.68568	5.19429	5.44944	5.49755	4.28573	5.55149	4.41097	2.41183	5.94636	5.65324	5.63725	5.51573	4.99435	3.77512	5.82117	3.92936	5.322	4.61433	3.88387	6.2162	7.05653	5.74634
LINC00294	4.82843	3.05792	5.71609	4.47788	5.24252	6.20748	5.47637	5.58058	5.5183	4.7227	4.99022	5.04409	5.21376	2.4953	5.1853	6.05031	4.42475	5.49915	5.233	5.28633	5.61478	3.30592	3.82029	4.88534	6.21648	4.53255	6.07194	5.74044	5.60008	6.06155	5.36259
BEX4	1.64622	6.32773	2.95016	3.58057	6.11564	0.180554	1.06257	3.80197	1.4058	7.16349	1.28879	3.81415	1.97486	2.11534	4.54877	4.09284	2.80792	3.64422	0.222162	0.23742	6.32651	6.69708	6.18824	2.10678	0.513869	3.64063	0.0390505	5.75023	6.11483	5.33667	5.10451
ENKD1	6.02752	5.78662	6.29777	4.82713	5.26213	5.9696	4.80627	5.12351	4.8691	5.55345	5.30031	3.5954	5.57833	5.46186	4.39954	5.43053	5.88832	5.12818	5.57764	5.58167	5.73812	5.84292	5.70102	5.29796	5.0756	4.89148	6.21429	6.04693	5.58438	5.47871	3.10038
BBIP1	5.14274	5.29175	4.64335	3.37944	5.84206	5.56425	5.73184	5.75623	5.43145	6.05429	6.28376	5.45432	5.75023	5.12818	6.34952	5.78051	5.36621	5.88671	5.89433	5.73812	5.98359	4.96671	5.32103	5.63887	4.77422	3.06299	4.80862	5.49192	3.94103	6.15766	3.90219
MOB3C	5.233	3.14807	6.16501	5.05785	4.54338	5.98769	5.88651	5.8806	5.91155	4.60512	5.52075	5.75569	5.33745	5.72309	5.57247	6.75458	5.97801	5.48248	4.55361	4.58714	5.67686	4.59971	3.3437	6.13877	6.57936	5.21962	5.22303	5.51502	4.08887	5.5052	6.11093
PSMD9	5.43817	4.06426	5.42836	5.22866	5.41001	5.4328	5.81021	5.66123	5.66361	5.77844	5.67348	5.47681	5.52698	5.35542	5.6088	5.86219	5.17132	5.85059	5.95125	5.95791	5.53262	5.4501	3.42363	5.67013	5.0295	5.13937	5.00524	4.6645	5.65734	5.24339	5.30197
FUT3	4.49208	0.965329	6.77304	4.70794	0.522929	5.89876	1.03126	0.358576	5.6088	3.16671	1.21674	2.29393	1.07447	6.00167	2.10678	6.2018	6.5251	1.93918	1.42911	0.805311	2.35894	0.905434	0.905434	5.72362	6.07058	4.98368	2.84286	4.85467	4.28068	7.15101	2.96989
EHHADH	4.74827	3.86126	5.5947	5.98698	5.53262	4.72969	5.1733	4.99726	5.60963	5.1733	5.45472	5.40667	4.30077	6.65204	4.91682	6.02652	5.33459	4.98132	1.5401	2.49989	5.19695	6.12748	3.81415	6.15907	3.26461	5.9855	5.6325	5.99639	5.20094	5.38423	4.07906
CTXN1	5.61114	5.50386	4.93922	2.12558	5.5052	5.14412	4.29759	2.01606	5.28825	6.59677	5.19769	4.47987	6.52843	2.22888	5.54029	4.7227	6.2006	5.3669	6.24681	6.50745	5.29427	5.14412	5.92748	2.69933	4.50113	2.11959	2.95016	3.39315	5.71036	6.0791	5.61657
ZNF844	1.63167	5.59352	5.6052	5.53335	5.65711	0.254142	5.13876	1.92275	0.35458	5.92443	2.00825	5.37262	6.34702	5.87466	6.27576	5.40445	2.38946	5.23823	0.180554	0.241416	6.44403	6.2419	5.57582	4.24236	5.38749	5.61756	5.22071	0.275928	5.94782	6.61612	4.87322
BORCS8	5.49402	5.19953	5.72081	5.65711	6.01426	5.53416	5.14098	5.84329	5.59532	5.29531	5.22866	5.91991	5.66903	4.68248	5.93387	4.9547	5.33384	5.60229	5.93074	5.85416	4.79442	4.3197	5.11858	4.86435	5.29665	5.79699	5.80212	5.09113	6.13614	5.45472	5.23677
THAP3	5.46615	5.1921	5.29249	5.1921	5.6933	5.0765	5.81253	5.04162	4.78914	5.56425	5.81118	5.59113	5.94419	5.11218	6.24501	6.04603	4.68248	5.98137	5.96408	6.08101	6.27004	5.46045	5.13015	4.71982	3.99275	5.16361	5.05405	5.25506	5.10551	5.28483	5.60341
EIF5A2	1.96987	4.82182	6.10014	5.40839	6.37357	5.84622	6.35529	5.75825	5.71901	0.61228	6.5506	6.1271	6.22688	6.68824	6.4331	6.99993	5.34488	6.92716	4.11853	4.03404	6.21144	5.88474	4.83697	4.24944	6.18003	5.34712	5.52626	6.11612	4.32574	4.31683	3.68698
TADA2A	5.30578	4.30948	5.02272	5.54517	5.34196	5.33863	5.62224	5.04937	4.61433	5.64235	5.70131	5.35078	5.10813	5.81056	4.97473	5.27599	5.0801	5.25432	5.52532	5.49307	5.24749	5.72123	3.91747	4.90914	4.06108	5.49755	4.54092	5.4598	4.64798	5.09827	5.45069
ATPAF2	5.56192	5.11218	5.37861	5.41264	5.18817	4.62203	5.35176	4.01751	5.24003	5.73499	5.01346	5.3921	5.32364	5.71218	5.40288	5.94574	5.14645	5.59352	5.54745	5.59683	5.29665	4.79821	5.25746	5.63725	3.90219	5.46808	5.80252	3.9969	4.95047	4.964	4.84776
MIR100HG	1.93918	5.87959	1.21189	0.524784	7.28438	5.64965	7.00584	5.499	2.08048	0.643694	7.58574	6.85902	6.30227	4.73847	4.41395	5.34871	0.366348	7.37189	2.22888	1.87909	7.20578	6.08683	5.87273	6.10336	0.51077	0.288654	0.761125	5.85737	0.667683	0.574164	0.522929
SNHG11	6.49688	5.89411	5.65653	4.91898	5.90857	5.63151	4.56408	3.84024	5.82724	5.21855	5.49755	5.32658	5.21754	5.4428	5.39956	4.54338	4.47788	5.19104	5.5319	5.41001	5.72685	5.17051	5.81658	2.76824	3.93471	5.18312	4.03404	5.34488	4.99186	5.87144	5.04309
RPS6KL1	6.18853	3.3437	5.37407	1.62629	5.62769	4.27427	4.34294	5.01793	5.60008	5.4056	1.43852	5.70944	5.02151	4.67349	0.687364	4.22696	2.53657	3.64986	4.81633	4.85963	5.17132	5.66861	3.24451	3.64422	3.7537	2.15328	3.21019	4.25637	2.74182	4.46938	0.361108
ADCK5	5.96624	5.64582	5.00689	3.9969	4.79048	5.36851	5.07816	6.10732	5.76755	5.13629	4.75538	5.52028	5.44345	6.18267	5.48441	5.98524	5.32615	5.53262	5.96704	6.05682	4.7959	4.29479	5.82693	5.48891	4.45838	4.27427	3.45533	3.94913	5.12281	5.44866	5.26892
LMTK3	5.22801	4.98483	5.91091	5.8443	2.25078	3.9969	4.54338	0.965329	5.84926	4.24732	1.36652	5.04309	3.64422	3.23019	4.23314	5.91577	4.80008	2.22888	3.63247	4.30648	5.48248	3.65645	5.1853	5.42473	5.17548	5.83863	0.0297063	4.9013	4.93396	4.32219	4.22994
RPUSD2	5.67348	4.92111	5.7156	5.2558	5.49138	6.14942	5.27857	6.27039	5.84486	5.78964	5.63825	5.53233	5.39258	5.33233	5.42898	6.26114	4.85665	5.26698	5.64403	5.72176	5.80674	5.27665	5.23554	3.95303	4.58256	5.27805	5.31216	5.98809	5.6088	5.17447	5.47985
SARM1	4.16725	6.15467	3.14082	4.88051	6.20631	6.17187	4.01751	3.21019	3.19945	6.35236	6.8808	6.62872	5.77635	2.9932	6.70345	0.922804	2.87718	7.33711	3.28948	3.04606	5.67013	5.62769	6.13727	0.87241	5.66264	4.88051	5.3641	4.08573	2.65016	4.12585	5.24838
B3GALT5	3.20729	6.14212	2.05994	5.80119	2.99574	1.28879	5.65988	2.26083	0.254142	1.67746	1.3233	4.14869	5.11218	2.65016	3.80787	1.97486	6.19433	4.1012	0.854619	1.53111	7.07321	0.621907	6.13939	3.44806	2.20244	5.79813	2.48316	0.344953	2.91365	8.10495	3.64986
B4GALNT2	5.74044	0.750041	1.00494	0.0198042	0.751677	0.222162	1.63167	0.126787	2.52331	1.14056	4.33143	0.92902	1.14056	3.08072	2.36406	1.30494	0.366348	2.2761	0.597022	0.254142	1.0589	0.956731	1.24226	3.06687	2.14676	0	0.0292879	0.579795	9.34661	5.11593	0.40396
ALKBH4	5.12474	5.47267	5.01223	4.65091	5.44065	5.69702	5.3195	5.2531	4.73847	5.49915	5.12818	6.03464	5.63041	3.76399	5.62769	5.36537	5.1951	5.49803	6.07286	6.06795	5.35176	4.78914	5.60963	4.58022	4.69724	4.86809	5.92409	5.45715	5.30944	5.20652	6.05468
HOXC6	5.26626	2.21239	4.38205	4.7543	4.84776	4.7428	2.80792	4.85	4.81461	5.07816	5.28349	4.81461	6.58851	2.57349	4.96134	3.49192	3.48408	5.65253	5.26698	5.21962	6.07588	6.0955	2.40586	2.52903	3.01741	4.79048	3.60124	3.76399	3.87128	5.06747	2.75546
MAP3K10	5.13015	4.50405	6.13614	5.76245	5.70632	4.90742	5.47931	4.83166	4.93922	5.3128	5.59113	5.00267	5.24544	5.44381	5.09701	4.86809	4.49789	6.02516	4.94531	5.31472	5.50812	4.61794	4.89375	5.16609	5.93249	5.68726	5.63989	5.23172	4.6354	5.44815	5.52146
AK6	5.51502	5.25746	4.99435	5.37066	5.73812	5.45685	5.72595	5.79422	5.13015	5.68809	6.08832	5.53137	6.21955	5.19625	5.79772	5.11858	5.05642	5.4969	5.79181	5.67907	5.35651	5.02151	4.80862	5.00267	4.80627	5.09113	5.05176	5.0295	6.06499	5.4114	5.53137
SOCS2	5.82868	3.49192	4.8827	1.09754	6.53396	6.26337	5.31216	3.06687	6.26831	5.35176	5.55544	3.71239	4.59373	1.19994	6.25126	3.58809	0.389379	4.93922	6.47068	6.37686	5.79699	4.30948	3.79662	4.92111	3.28115	1.01147	3.3437	4.8691	0.11716	1.30494	2.32018
C5AR2	2.76271	0.0826478	1.65612	2.36328	1.3348	4.62456	2.43057	0.126787	1.21189	0.667683	4.14869	1.71566	1.23044	0.0198042	0.770971	0.402106	1.65452	1.72007	0.241416	0.254142	1.09754	0.180554	0.0390505	0	0.389379	1.99254	0.574164	3.12939	2.3329	0.643694	0.409592
RPLP0P6	5.53416	5.0082	4.77614	4.85963	5.43892	5.70227	5.71166	5.42284	5.36851	5.37203	5.97387	5.69202	5.26464	4.53885	5.57644	5.90893	5.1733	5.42047	5.72926	5.74477	5.88987	5.64783	5.0801	4.988	4.51638	5.09455	4.26282	4.89375	4.72499	5.47584	5.62139
FCGRT	4.31683	6.08998	1.014	6.71084	5.24965	2.86046	5.90233	2.11534	6.12493	6.70321	2.46971	5.84719	4.73077	5.0454	5.96408	1.69616	0.723513	4.46938	0.227793	0.266301	4.61433	5.21483	6.09073	2.88439	0.482394	6.78868	6.15387	3.77512	2.9318	0.687364	3.34964
TLCD1	5.70991	5.09827	5.1208	5.46339	4.87702	5.85785	4.86244	4.64026	4.85817	5.08382	5.55759	4.77221	4.63771	5.32793	4.45474	5.2531	5.17864	4.71737	5.08849	4.89148	5.81619	5.93774	5.11467	5.0082	4.87522	5.46339	5.38267	5.8811	5.10944	5.45432	4.13623
NBPF11	5.4598	5.3906	5.56096	4.80244	4.98368	4.36979	4.80382	5.77148	4.61794	5.17132	4.93728	5.29698	5.06611	3.18169	5.3195	4.93396	4.64798	5.02089	5.43389	5.26004	5.28825	4.70577	5.35854	5.22071	5.43053	4.58497	6.1594	5.19695	5.06973	5.14412	6.21511
