id	Luminal	Basal	Basal A	Basal	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal A	Basal A	Basal B	Basal	Basal	Basal B	Basal B	Basal	Basal B	Basal A	Basal	Basal	Basal A	Basal	Luminal	Basal A
TMEM99	5.12902	5.73924	5.04409	5.67212	5.74138	5.56813	6.27004	4.78525	4.91898	5.85833	5.76034	5.1853	5.30578	5.99658	6.0791	5.62318	5.50164	5.27857	5.19429	5.23396	5.66456	6.01082	5.74044	4.31683	5.25823	5.55883	5.2531	6.01524	4.68577	4.88702	5.76245
L3HYPDH	5.06357	4.97312	5.75865	4.42475	5.91695	6.12682	6.33347	5.69823	5.36995	5.73569	6.03667	6.78842	6.06262	5.20781	6.07381	6.15491	4.43212	5.81897	5.5562	5.62513	6.18118	5.73226	4.55925	5.17952	5.03394	3.5192	5.0722	5.96065	4.80382	5.03651	6.02169
TTC6	6.36846	0	4.25637	0.29265	0.1613	0.934479	1.13842	0.805311	1.68772	3.3261	1.32925	0.29265	1.03126	2.48316	0.101902	1.4709	2.9318	2.91365	0.509134	0.509134	2.32018	0	0	1.64622	2.67927	0.327163	0.122792	1.17595	6.47289	7.13396	0
KIAA0355	5.0801	5.80386	5.76649	5.44014	5.3921	5.24114	5.57582	4.87855	5.55403	5.91874	5.35176	5.49755	5.0756	5.21376	5.94419	4.82843	5.11772	6.77072	5.22801	5.20581	5.3669	5.31785	5.67686	4.94761	5.58954	5.53605	5.68809	5.44466	5.65826	5.35943	5.45685
NOD1	5.2222	3.85175	5.70065	4.01751	5.05322	4.88457	5.19429	5.85785	5.49025	5.16609	5.44684	5.49244	5.37407	5.3641	5.78407	5.0082	6.23724	5.47931	6.09872	6.13104	5.47681	4.39954	3.29794	4.92626	5.80386	4.65677	5.23471	5.24914	5.92182	5.98608	5.03128
ARHGEF38	6.72235	1.31474	2.96221	0.628863	0.126787	2.36328	1.17595	0.29265	1.77188	1.4499	1.31474	0.11716	1.06257	3.49568	1.0217	0	5.62711	1.70432	0	0	0.11716	1.65612	1.3348	3.25945	4.95047	0.934479	2.45725	0.643694	6.49263	5.89034	0.553446
ZCCHC24	5.26768	5.48248	3.65645	5.54851	4.9587	2.96989	6.90126	6.85454	4.14077	4.64614	5.43203	7.20708	4.6904	2.77496	6.82256	4.16471	3.2748	6.38443	4.60233	4.56994	5.57425	4.21187	5.62425	4.3843	4.52386	5.51865	4.60512	3.18645	5.82396	6.6255	7.04818
DLEU2	6.34732	4.52671	6.66	5.49138	5.3504	5.37861	6.07479	5.34091	5.12183	5.74205	5.3921	5.61967	5.66303	4.67779	5.44014	5.93466	4.69964	5.46339	6.63319	6.72354	5.40228	6.49541	4.22994	3.69473	3.79164	5.33667	6.18415	4.2008	5.66627	4.52386	5.47187
BDH1	6.71476	4.18811	4.37263	4.21969	5.29249	5.20781	5.39614	4.15505	3.18169	5.06855	5.44466	2.23791	5.05176	5.3128	5.24643	5.79844	4.82713	3.01741	5.10079	5.02272	2.86245	4.17464	4.4826	4.42749	3.86126	3.81415	3.44083	4.62068	5.79181	5.53554	1.7987
FAM109A	5.24544	2.83512	5.55497	5.81389	4.91049	4.21187	5.81619	5.48441	4.37566	5.33003	4.81461	4.99901	5.12582	4.53255	5.64368	5.90233	4.40858	5.26342	5.87565	6.04807	5.39956	4.66909	3.3999	5.73276	4.964	5.79515	4.45474	4.15194	5.83359	6.14693	6.06741
YPEL2	5.33233	6.06646	4.86244	5.52028	3.44083	2.9318	4.14475	2.36406	4.30316	4.82517	5.33003	5.02813	3.43148	4.24732	5.81658	2.52331	5.63573	5.20781	5.51502	5.43677	5.40445	2.57349	5.9855	2.25078	5.26342	5.61708	6.06393	3.63247	6.05949	6.03606	6.50946
NRARP	6.2993	6.46875	5.29959	1.93918	2.57865	5.16413	3.43148	2.57349	5.43389	4.99022	4.79442	3.70076	3.55004	2.76271	5.54344	5.44739	6.57044	1.77188	8.12548	8.30884	4.60512	4.61433	6.49147	3.60781	2.96989	1.8606	2.91365	5.13337	5.41799	1.81011	5.72685
TMEM242	5.59352	6.0192	4.15773	3.97196	5.70227	5.50561	4.65964	6.16425	5.73276	5.43106	6.01809	5.92384	5.69904	4.72499	5.84719	5.06022	5.22516	5.64756	5.81986	5.7134	5.78904	5.23046	5.98422	5.64895	5.68536	4.32219	6.06499	5.11344	5.53741	5.36537	5.00395
PTPRN2	1.64141	0	1.06257	0.0292879	0.11716	1.21189	1.0217	3.13336	0	4.43212	1.21189	3.16011	1.13842	0.815403	0.0198042	0	0	1.80073	0	0	4.89375	0	0.0198042	0	0.563073	0.180554	0.307909	2.49989	0.493875	7.62236	0
HABP4	4.71982	3.63247	5.17051	4.60512	7.02386	4.67133	6.32336	6.47356	5.44345	6.72161	5.35273	5.75768	7.16402	5.6828	5.7002	4.77422	5.45786	6.31638	4.53073	4.37926	6.54612	4.94282	3.97196	5.84461	5.86878	4.7428	5.86039	5.06973	4.73484	5.69021	4.55154
ZEB1	3.19945	0.427949	2.92817	0.905434	6.49057	1.72007	7.41676	6.42841	4.06108	7.31193	7.54875	7.25369	7.62201	0.905434	6.42735	0.905434	0.568532	7.9531	1.17595	0.901438	7.62643	2.73791	0.29265	1.92745	1.06257	0.944106	0.111529	2.78372	1.08349	0.974114	1.07447
TMEM144	6.19064	6.2327	6.03583	5.12685	5.01346	4.84644	4.2668	5.17864	4.87855	3.82454	5.09113	4.16471	4.51847	5.42409	4.43212	5.436	5.2106	4.57472	5.03834	4.86244	4.964	5.48441	6.30951	3.06299	5.07816	4.87322	4.40858	5.0082	5.63887	5.57891	2.80091
CPM	1.65612	5.95903	2.14676	6.58706	5.5168	6.65247	5.42691	6.22236	6.40958	3.18645	1.28134	5.21483	6.7026	5.3504	5.81389	3.8278	2.44133	4.54651	0.439717	0	4.81203	6.08626	5.86039	3.14807	5.15409	6.5104	5.79844	5.72176	0.849666	2.77496	1.96987
ENDOG	5.71063	4.39667	5.65734	5.3195	5.5838	5.54462	5.34488	5.49078	4.16116	5.70991	5.57713	5.20781	5.73101	4.79048	5.7776	5.09827	5.1853	5.47451	6.09615	6.15621	5.38061	5.23823	5.00689	4.84493	5.69488	5.23396	3.5954	5.35943	4.81203	5.44178	5.40288
FUT10	4.98483	7.4031	3.95303	4.50791	5.83921	5.61657	5.50955	5.42409	3.66057	6.20818	5.46186	4.78163	6.25488	3.7094	5.17132	5.76843	3.21536	5.25057	4.91247	4.8175	5.81177	5.33745	7.48042	5.40776	4.23314	4.75185	4.2008	4.65504	5.5677	5.68312	5.77531
GUCY1B3	5.93249	7.05973	3.74244	2.85189	3.97599	1.62629	3.61478	0.254142	5.20581	6.46911	2.52331	6.12934	5.33459	1.96987	7.37017	5.06488	6.19485	5.70316	7.39953	7.37748	4.98132	5.20581	7.0964	3.34964	6.16344	2.56101	5.91991	2.18076	6.52607	4.09672	6.9054
BNIP1	5.73015	5.04025	5.79699	6.19603	5.322	5.06973	5.75371	6.06019	5.98524	5.32658	5.94527	5.76034	5.5319	4.84776	5.65586	5.51399	4.55154	5.96369	5.76802	5.63507	5.44739	5.53682	4.79248	4.29759	5.45786	6.23436	5.19625	4.988	5.49956	5.75482	5.44684
PDGFA	5.20208	1.0927	5.8348	1.77188	4.58864	3.34964	4.96832	6.25084	4.71545	4.21187	7.18066	4.4826	3.33848	5.87959	7.0442	7.54957	2.49989	6.15877	7.09933	7.1169	4.7543	2.77496	1.67746	3.13336	5.43817	1.32925	5.08591	5.25432	3.73165	1.84354	3.0239
SH3TC2	3.64422	3.60546	6.48761	2.48316	6.98635	5.76034	6.90184	5.65301	5.93345	4.55154	4.06108	5.37066	4.58022	7.36291	5.26213	5.81986	6.39364	5.32364	6.08769	6.06311	4.4615	2.30623	4.08887	6.92745	6.68824	2.80792	6.01022	6.23466	1.64622	3.66057	5.12818
C1orf64	4.42075	0	1.0217	0	0	0.402106	1.014	0	0.0826478	0.307909	1.33201	0.854619	1.17595	0	1.03126	0	0.101902	1.83378	0	0	0.0390505	0.0292879	0.0198042	0	0.782061	0.0198042	0	0.122792	1.40163	7.18503	0.0826478
MPP2	4.73847	1.58149	5.26559	5.27857	3.82029	2.87718	4.67349	4.37566	5.77911	5.71371	4.26066	6.09154	5.22563	5.67625	5.38141	5.56096	4.23314	5.73015	4.88702	4.78163	5.23471	6.21345	1.5401	0.918809	4.38205	5.42836	1.0795	5.25916	5.41716	3.86874	3.70334
MEIS2	6.17615	4.3843	7.37708	5.46615	5.24914	5.91914	5.31094	5.68485	6.05232	6.49874	5.93975	5.76843	5.5562	6.31791	6.02965	6.2077	5.96624	6.07803	6.29692	6.29102	5.89661	2.75546	4.44063	6.34415	5.94451	5.2273	4.15505	5.6052	0.11716	6.0413	3.86466
PTPRE	1.87909	5.66173	3.86126	3.89629	4.66214	5.1733	6.56553	4.22994	5.16413	3.64063	6.01239	6.2944	5.55149	5.13751	5.21179	5.68726	4.14869	1.82444	4.47987	4.37263	5.39839	4.236	5.63099	6.44884	1.5401	4.21187	4.46352	6.36994	3.89629	3.45533	5.64679
GALNT14	7.04992	1.24226	5.87002	2.31431	6.85854	5.37485	4.05566	5.07126	5.77661	5.57133	6.94662	5.84787	5.97387	3.29794	2.63293	7.4128	5.34583	3.67734	5.81687	5.94249	4.80244	5.7519	1.07447	6.24879	5.24003	2.4953	3.64422	6.25156	2.21239	7.18247	5.29249
RIMS3	5.24446	2.65853	5.30944	3.78581	3.96146	4.59971	4.40525	5.92987	5.22516	5.49635	3.38488	5.23677	5.13534	3.64063	6.03757	4.53601	6.24033	5.93249	4.15505	4.08887	5.37628	4.93728	3.70334	5.60447	7.51773	3.60781	2.82309	2.81834	5.56139	6.06262	6.48637
ALG11	5.91303	5.39125	5.70944	5.80018	5.49755	5.08249	5.02089	5.11344	4.39667	5.38341	5.21855	5.41799	5.3732	2.70934	4.82341	5.29249	4.72499	5.10944	5.68912	5.47267	5.48394	5.71166	5.37779	4.46938	3.89629	5.66944	5.91722	4.96023	6.12908	6.06117	5.63193
PIK3CD	3.92936	3.22239	4.9547	5.74205	4.75005	5.79875	6.18532	7.08378	6.19926	4.44217	5.31785	6.43402	6.16235	4.9765	8.44738	5.94875	5.56096	6.53967	4.27857	4.07183	6.30261	5.09113	3.35286	5.80351	3.21019	5.81209	6.01122	5.71166	3.66057	1.78328	5.86647
SMDT1	6.31976	5.26626	5.03471	4.74531	4.92626	5.26213	4.95183	3.97761	5.41324	5.20781	5.37704	5.47368	5.2222	4.60512	4.8827	5.22921	5.81687	5.7439	5.43145	5.51446	4.993	5.50031	5.50118	5.35078	4.93576	4.37926	3.76191	5.35478	5.21962	6.07588	4.00547
CENPP	5.43525	4.2708	5.03394	5.76802	5.77148	5.33998	5.68726	6.12432	4.90414	5.59041	5.82155	5.74172	6.0136	5.91797	6.41867	5.16609	5.30272	5.80351	5.99141	6.04265	5.88474	5.65586	3.67734	4.61048	5.47187	5.74477	5.88256	5.11098	4.75005	4.64798	5.16923
RASD2	2.30623	7.02197	4.99901	4.54092	4.11045	0	5.40228	3.05096	5.92625	1.0589	3.50111	5.54398	3.00956	3.37296	4.32941	2.99574	4.88051	3.24451	6.33581	6.42994	6.72972	4.03824	7.0551	1.58149	3.68455	4.83697	2.67927	3.57269	4.59706	3.11592	1.78328
EGF	4.18811	5.04937	3.13336	1.65612	3.98893	0.922804	4.07523	2.15328	3.36698	2.48996	3.17823	4.41675	1.32925	3.10725	4.98632	5.49244	5.41994	4.51847	6.45447	6.43706	1.32925	5.83449	5.10551	6.03606	4.35615	1.72007	2.92817	1.23044	6.55879	6.10732	1.77712
IGFBP6	2.96221	1.26368	2.19071	5.16219	6.01239	5.37628	6.15117	6.65437	6.38076	3.49192	5.99674	5.69422	4.24944	7.46073	5.16923	6.49512	2.92817	6.10049	0.980562	1.03126	2.35132	6.29287	1.73063	5.38913	1.4709	5.17548	1.37993	6.09902	0.87241	0	1.32925
PRAME	1.92275	5.0995	5.20652	6.11016	0	0	1.08349	6.38041	6.90246	4.8529	3.04606	6.16201	4.75786	0	2.48316	4.42475	5.41579	5.86939	6.94627	6.9048	4.80627	5.58096	5.25159	5.51147	0	6.09073	0.52642	4.92488	6.25797	1.0795	6.65925
FAM175A	5.56813	5.92443	4.52386	3.22239	5.64287	5.83449	6.72047	5.09827	5.53903	5.80588	6.36064	6.24916	6.16574	5.18883	5.9053	5.49192	4.97964	5.45432	5.40492	5.46749	7.27835	5.34488	5.87144	5.02553	5.33917	2.39441	4.22994	5.6671	4.41097	5.73812	5.76755
ERMARD	5.74634	4.71545	4.44217	4.06108	5.29531	5.13433	6.15036	5.01223	5.11098	5.22801	5.84576	5.58675	5.24169	4.54338	5.85913	5.02272	4.51847	4.86629	5.41799	5.23172	5.5462	4.04757	4.9765	3.91426	4.7959	3.62022	5.49755	4.99901	5.67121	5.16721	5.41994
ZMAT5	5.45069	5.58675	4.4455	5.9855	5.29796	4.61794	5.54344	4.7959	6.05276	5.52287	5.48248	6.19331	5.49307	5.24003	5.4114	4.36979	5.77888	6.39165	5.45786	5.42362	5.54398	4.79248	5.51729	4.84058	4.82341	6.16315	5.29427	4.66909	5.54093	5.21661	4.78734
PID1	3.29794	6.26337	3.50111	6.18198	5.27321	8.41132	4.61794	5.64756	2.20244	2.05994	7.27351	7.50862	4.89148	0.0292879	6.35476	2.92817	1.014	6.13221	4.7543	4.44063	5.73015	4.78734	6.19638	0.965329	1.4607	6.15367	4.65964	6.12565	4.83166	1.23285	3.32166
ZNF772	6.05903	5.18427	4.94282	5.26559	6.36565	3.71795	5.60557	5.64403	3.4366	1.53347	5.47584	4.64026	5.46488	5.98889	4.86809	6.25797	4.2528	5.35367	5.00969	4.93073	5.43559	6.05597	5.22627	5.05322	4.75185	5.40776	5.9278	5.47017	5.14794	6.10641	5.56192
ZSCAN26	5.22408	5.56034	5.38859	5.44944	5.97951	5.06022	6.03464	4.75538	3.94103	5.27989	5.81482	5.47267	5.79338	4.43212	5.62167	5.39956	3.64063	6.2881	5.56813	5.51359	6.86401	5.74903	5.59307	5.2106	5.33863	5.64783	5.95717	4.97009	5.73363	4.83406	5.78662
SCML2	5.61356	4.99559	4.41395	6.08567	5.58167	4.80382	5.36537	5.97139	4.28573	5.25432	5.84622	5.47348	5.94318	2.14312	5.84042	3.78416	2.20244	5.44739	5.49755	5.48632	5.59215	5.47267	4.82998	2.29393	5.72176	6.16628	6.33801	3.86126	5.85416	5.3921	5.8518
ATP6V0A4	1.69616	6.88045	3.48408	3.85544	2.7299	0.874551	5.5319	0	1.66706	2.87718	1.37993	1.24226	1.07301	0.358576	3.35971	1.75289	2.65016	3.14082	0.628863	0	0.980562	1.22312	6.8822	3.52751	6.83155	4.09284	0.905434	1.22312	4.22696	5.86039	1.3348
ZNF239	6.41808	5.45786	5.56813	5.63825	6.30447	4.74107	5.42284	5.72975	4.9057	5.37912	4.06426	5.59307	6.07876	4.96134	5.15409	5.0722	3.06299	4.7631	5.74903	5.76695	5.58222	6.29125	5.52197	4.28742	5.27921	5.54163	5.33745	4.75185	6.03339	5.47083	5.50812
SETBP1	6.50745	5.35542	5.29698	1.42911	5.53554	4.04982	1.77712	4.04757	5.43106	5.47368	6.12224	7.3004	6.09251	3.79662	3.12939	5.35478	6.30138	5.75685	5.27403	5.25432	4.66672	4.97473	5.51071	5.82792	4.69468	1.82444	3.71239	3.97761	4.47987	5.9846	7.30295
RIN3	1.67746	5.13876	7.0233	5.36082	2.71881	6.04265	6.38425	6.13221	6.05488	5.46339	6.2904	7.08539	6.52753	5.96704	6.41605	6.00532	6.94174	6.73878	3.87128	3.28115	6.29359	5.42632	5.26063	6.08659	5.83949	5.47871	4.41395	5.57184	4.84058	0.628863	5.63337
NOMO3	5.8475	4.2668	5.24114	5.62139	5.23929	3.18169	5.27403	5.67745	4.92952	5.27921	5.38141	6.06155	5.85106	4.7631	5.62085	4.24944	5.50031	4.35615	5.47584	5.47162	5.64526	5.46808	4.28742	2.17566	4.63265	5.54206	5.8443	5.91155	5.71371	3.47327	5.60008
ZNF569	6.19137	2.03887	5.78904	6.00101	6.24916	3.17823	5.72685	5.33157	3.97599	5.82753	5.00121	5.57764	6.23319	4.98632	7.30962	4.1012	3.10038	5.47765	5.3921	5.29111	5.86686	5.50955	2.12558	4.22696	6.29512	5.79181	6.55082	1.83378	5.04666	3.89272	5.27321
FYN	4.11853	5.27244	4.83536	2.99574	6.90513	3.80197	6.54429	5.66361	5.14711	5.233	6.6685	5.36851	5.31599	6.52373	7.34264	1.72396	1.23285	7.5865	5.41716	5.51274	6.29671	3.39315	5.44562	4.27857	4.93396	2.95684	6.739	4.41097	6.73643	2.74182	5.29427
CRYL1	5.15204	4.26066	5.48394	2.34055	4.47987	3.23615	5.02553	4.60512	4.92111	5.81357	5.50637	4.67349	4.4016	2.54735	3.96146	2.56965	2.01606	4.62617	3.72831	3.43148	5.5427	3.3437	4.52164	5.1921	4.75786	2.55477	6.04807	2.56965	6.30109	4.77221	5.89876
VSTM2L	2.43057	0.101902	4.07906	0	3.98275	2.48316	6.82969	3.23615	1.014	0.652424	6.55115	3.25021	3.85544	3.67734	5.43677	0	2.11534	3.70334	2.36328	2.84286	2.3329	0.761125	0.522929	0.956731	6.31149	0.0481352	1.0589	7.39568	3.20729	4.28742	5.45786
ARHGEF25	4.34071	7.01992	5.76272	5.48248	7.18363	5.98889	3.56549	5.20581	5.71063	5.79461	5.59683	6.23874	6.0671	4.52386	6.74283	4.88051	2.55477	6.36846	6.76418	6.77304	6.56472	4.89148	7.07918	0	2.03887	5.69202	2.9806	3.88867	4.42475	3.2748	5.4328
SGTB	4.44063	4.34071	4.58497	5.29796	6.68216	5.79515	5.98422	5.64783	6.56164	6.36683	6.82879	5.94819	6.4661	4.96671	6.26454	5.78589	4.28742	6.48048	5.23396	5.12183	5.82724	5.89305	4.33143	4.45474	5.63384	5.25823	5.32448	5.52327	5.44014	4.69468	6.3386
PLCD1	5.05176	3.68455	4.69468	7.08994	3.2748	5.42238	5.60177	5.26464	5.06357	5.13534	4.07183	5.38267	5.78904	3.22239	4.77849	5.24169	5.24446	4.95623	4.28742	4.30316	6.35042	6.11665	3.73165	6.2495	3.49192	7.12553	5.52287	3.49192	8.00617	4.30316	4.33143
NNT-AS1	4.57243	5.28568	3.16011	5.73924	6.37567	3.25021	6.41013	6.84166	5.53822	5.17217	6.29102	5.44739	5.8363	6.96942	5.71478	5.77336	5.79515	5.97387	4.44907	4.58497	5.17777	5.44684	5.09201	6.45859	5.96437	5.82155	5.50118	4.58714	4.08573	3.33469	5.66216
ANOS1	4.8529	6.37131	0.944106	5.34583	4.9406	0.0390505	7.25552	1.07447	4.96023	2.4446	1.22312	6.63319	4.18811	2.81834	6.40268	1.65612	0	5.17447	5.48473	5.33998	2.32652	2.32018	6.41574	5.95542	4.6645	5.21661	4.86435	3.08072	5.96815	6.80029	7.41448
PSG9	1.62629	0	1.54707	0.0297063	9.29755	0.621907	3.83036	0.579795	0.750041	0.568532	2.57865	1.0795	4.03404	0.482394	0.522929	0	1.01147	4.22275	0.0390505	0	3.06687	0	0.35458	0.900409	3.00221	0.111529	0.0481352	0.563073	0.742089	0.553446	0
UBXN8	4.9013	2.2761	4.3843	3.34964	5.60557	5.61114	5.34277	5.18719	4.75005	5.82025	6.09794	5.9286	6.61317	2.97392	5.42752	4.64614	3.12939	6.20928	5.30197	5.16219	5.38859	4.34294	1.92275	3.94913	4.56714	2.78372	3.88867	4.48973	5.13937	6.13407	5.47765
STK32C	5.38913	3.64422	4.58714	2.38946	6.17187	5.95961	6.33259	6.32315	5.42284	5.7439	6.11046	6.55914	6.18029	5.82117	5.99986	6.03911	4.58714	5.87868	5.0454	5.12685	6.11164	6.40374	3.77084	2.4793	5.06488	2.61077	2.23791	5.4643	5.51502	4.53073	5.56813
AQP4	2.66315	8.9494	0.92902	0.222162	0	0	1.01147	0	0.61228	3.84024	1.25467	0.901438	1.19994	0	0.52642	0.0292879	2.12558	1.76576	6.87854	6.82935	0.628863	0.524784	8.96102	1.94392	1.67112	0.402106	0.87241	0.0826478	0.0390505	1.25467	5.42541
GABBR1	5.5562	6.1522	4.70105	3.76191	4.27857	5.96889	5.45203	3.77512	4.60233	4.53255	5.43677	5.23046	3.95303	3.8762	6.18806	5.61818	4.80862	4.85665	5.71218	5.83664	6.62236	5.0722	6.02652	2.18076	6.19514	4.47267	6.02652	5.18232	6.35589	6.27667	5.55271
C8orf4	1.59204	5.42284	3.42363	1.58692	2.98443	1.0589	1.00494	0.708254	1.77712	4.41675	3.0239	0.927696	1.21674	1.72396	0.934479	5.09332	3.70334	1.84354	0	0	0.747197	1.37993	5.36621	6.10049	0.493875	2.36406	2.65853	1.8606	1.58149	4.92488	0.366348
PARM1	6.1911	1.23044	2.52331	1.58149	3.06299	2.89606	3.20729	5.12281	3.46898	4.72722	5.41324	3.05792	1.22312	4.15194	4.06426	1.4058	1.54707	3.69473	2.16655	2.34055	4.79821	2.14312	1.70432	6.1091	2.48996	1.57572	3.3261	2.95016	2.25078	6.33347	5.65301
ZNF503	6.10608	1.77188	5.97626	5.99674	5.3168	3.93471	3.98893	6.85161	1.70938	6.64112	5.14711	5.37628	6.93347	3.81415	5.82565	5.88671	5.23471	6.1196	0.934479	0.0297063	6.10732	2.38946	2.19071	0.1613	4.19422	5.99949	4.69468	4.57472	4.91416	4.87855	5.13015
ZNF513	6.06499	5.76363	3.94913	6.02965	5.19104	5.15935	4.71545	5.0756	5.14536	4.70105	4.84776	4.44217	5.31513	3.25945	5.57833	6.33912	4.85963	4.32941	5.82396	5.88187	5.65425	3.71239	5.69963	5.35542	5.4004	6.09745	5.44381	5.42752	5.54163	6.31396	5.6052
ZSWIM7	6.04693	4.31392	5.35854	4.79248	4.83406	5.90961	5.54163	4.8691	5.23554	5.74172	5.05522	5.01096	5.46931	5.7221	5.32103	4.92626	4.37926	5.3504	5.15598	4.98632	5.77938	4.29759	4.2668	5.93189	5.73538	4.64614	5.67851	5.17621	5.32793	5.58546	5.7939
NDUFB8	5.80119	5.58481	4.4826	5.54462	5.29427	5.47871	5.33384	5.32886	5.18152	5.89411	5.70201	5.86722	5.83791	4.34872	5.01346	5.87502	4.85817	5.38913	5.65301	5.68166	5.21281	5.47017	5.70991	4.32941	3.88867	5.43817	5.39956	5.3732	5.08128	5.3669	5.39378
FZD5	4.96268	5.29698	5.74869	6.03035	5.35078	4.96671	5.46488	5.13629	5.86547	7.7821	5.03834	4.65504	4.91609	5.3906	5.38983	5.97985	5.54911	4.69964	5.21179	4.9765	5.04409	4.34677	5.34277	5.81253	6.22875	6.02362	4.75005	5.33326	5.93562	5.11973	4.92488
PGBD5	1.59041	4.4455	2.13707	6.73831	1.4058	5.94179	2.17566	6.60724	4.14869	5.96591	3.08072	4.73484	2.44133	1.94392	5.82977	3.13336	8.06195	2.36328	5.99853	6.08683	2.31431	3.25021	4.24236	1.03126	7.02472	6.82709	4.66909	5.51147	2.48316	2.21239	7.28628
DNAJC24	5.25646	5.68485	5.38913	5.0765	6.34507	5.81253	5.74581	5.36333	5.31785	5.42156	5.85258	5.32793	5.29249	4.41675	5.64131	5.78407	3.96146	5.53233	5.58167	5.41636	5.90567	5.3906	5.75371	5.28748	6.32679	4.87855	4.90414	5.91303	4.53601	5.50955	5.42632
CPVL	3.40771	3.25426	2.68519	3.72831	5.46864	6.70757	5.14909	7.20855	0	3.78416	2.92817	6.28052	1.21189	7.0119	1.08349	3.99275	2.22888	2.26083	0.553446	0	0.687364	6.1091	3.41679	0	5.35614	3.58057	6.55393	6.58335	3.526	5.13937	5.92071
GAL	1.77712	4.88702	4.30648	6.31396	6.21345	5.65175	3.50111	6.75381	5.60177	4.39667	6.83128	3.60781	5.96283	5.65386	1.22312	7.25805	0.389379	1.72396	7.4106	7.53949	2.30623	7.26514	5.44178	2.21239	3.72831	6.37104	0.439717	5.95078	5.98063	2.96221	5.53968
ARL10	1.8606	6.08832	1.59041	6.86946	5.64316	4.92111	5.00267	6.18118	5.48698	6.05903	1.34905	4.69225	7.0788	3.80197	5.63278	4.58864	2.37938	6.86154	6.15596	6.10839	7.92451	5.02272	5.96408	5.39839	2.25078	6.88837	7.02016	5.8497	6.01843	4.55154	5.51865
ZBTB45	5.5916	5.53137	5.69068	4.91247	5.53233	5.47368	5.62769	5.31094	4.54651	5.47187	5.1853	4.66672	5.61967	5.21483	4.50405	6.93208	5.5562	5.75711	5.82025	5.89147	5.48891	4.87702	5.67586	4.89649	5.64022	4.91049	3.77998	5.3504	5.46749	5.51729	5.62983
CA5B	5.19695	4.77979	4.3669	3.3261	5.17051	4.02291	5.43969	4.22696	3.62792	6.27102	5.64235	5.13337	5.01629	4.62068	5.41826	3.47872	4.07523	6.17402	4.52386	4.62203	5.10551	2.66315	4.90914	2.81834	4.85	3.3437	5.02015	2.24706	4.84644	5.2841	4.48789
IFIT1	4.75005	2.14676	3.86874	6.40529	4.96023	3.84024	7.2831	6.41473	7.18572	4.9406	3.70076	5.88651	7.07554	6.83844	5.46153	6.19276	5.99771	4.66672	2.91365	1.5401	5.88302	3.49192	1.99254	4.14077	2.4793	6.30754	5.58329	6.15078	0.927696	0.956731	5.75523
ELN	2.03294	0.361108	1.09754	1.63167	0.628863	0.846878	0.991513	0.366348	0.524784	1.38515	1.94392	1.67112	1.37429	0.1613	2.17566	0	2.19071	2.3329	5.13206	5.08731	1.82444	0.750041	0.275928	0.52642	1.58692	1.65452	7.53747	0.266301	3.13336	0.52642	9.62938
CCNJL	1.83378	5.46186	1.0927	6.24165	5.30513	5.00689	6.67085	4.09672	5.9721	6.48637	5.31513	6.01051	4.41395	5.90467	5.9779	5.55759	5.43389	3.23615	0.734995	1.23285	4.08573	5.12474	5.47637	5.41501	5.84366	6.30505	2.96221	3.58809	6.11631	5.72309	5.65826
STEAP2	1.82444	5.71992	1.14056	5.05405	4.82713	5.86686	5.56908	6.8939	4.22994	5.55883	7.10404	3.61478	1.12277	3.5066	2.14312	4.95623	6.56686	4.70794	2.77496	2.9806	6.46782	5.97507	5.64235	6.315	0.92902	5.13433	2.7299	5.67955	3.06299	3.8278	2.10678
FA2H	5.64895	6.2176	3.5066	0.761125	1.37993	0.708254	1.33201	2.04882	3.9969	4.65964	1.23285	0.900409	1.23285	6.28408	1.5401	4.24732	6.51066	1.71566	0.579795	0.846878	0.579795	0.901438	6.21648	6.183	6.71383	0.905434	3.91178	3.89629	6.12267	5.21179	2.14312
MORN2	5.16609	4.93073	5.39495	6.41274	5.86458	4.35615	5.31897	4.93728	5.01483	5.14711	5.6408	5.29531	5.76802	5.70767	5.35478	6.09831	5.51014	5.58546	5.24446	5.15109	5.71218	4.713	4.46622	4.52164	5.51573	6.26495	5.03753	4.67594	5.49755	5.15562	4.47267
NMRK1	5.09113	2.74733	4.91049	5.58264	4.54092	4.94416	4.19158	5.05322	4.73689	4.04462	4.35348	5.38341	4.05566	6.38885	6.04176	3.14082	5.97909	4.57723	4.02673	3.92326	5.7057	5.03471	2.63293	5.888	6.17791	5.26213	6.05648	5.63775	3.57712	4.82182	5.43892
LHFP	4.73689	7.02411	4.53601	3.81415	6.86237	5.16127	6.32045	5.9042	5.72926	4.94888	7.0271	6.55857	7.21608	4.99559	5.99557	6.13877	1.73063	6.69505	6.34106	6.3383	7.40541	3.86874	7.03507	4.85817	3.51189	4.09672	3.68088	3.47327	2.60238	5.6369	3.61478
TGFB1I1	3.09643	3.14082	1.0795	6.41905	5.94907	5.62769	6.634	6.45273	2.24706	6.39064	6.56623	4.19422	6.60916	2.61077	7.22398	5.48891	5.91113	8.0824	2.35894	2.38946	5.47801	5.50164	2.95016	5.46153	1.59204	6.53666	4.07523	6.14212	3.48408	4.53601	1.12277
